Name,Year,Indicator,Percent,id
Costa Rica,2015,Age dependency ratio (% of working-age population),-0.310656443,188
Costa Rica,2016,Age dependency ratio (% of working-age population),-0.388733816,188
Costa Rica,2017,Age dependency ratio (% of working-age population),-0.333573349,188
Costa Rica,2018,Age dependency ratio (% of working-age population),-0.115113715,188
Costa Rica,2014,Population ages 15-64 (% of total population),0,188
Costa Rica,2015,Population ages 15-64 (% of total population),0.096082521,188
Costa Rica,2016,Population ages 15-64 (% of total population),0.120260009,188
Costa Rica,2017,Population ages 15-64 (% of total population),0.103177773,188
Costa Rica,2018,Population ages 15-64 (% of total population),0.035581849,188
Costa Rica,2014,Happiness score,0,188
Costa Rica,2015,Happiness score,-1.923608389,188
Costa Rica,2016,Happiness score,-2.034318287,188
Costa Rica,2017,Happiness score,-2.135340985,188
Costa Rica,2018,Happiness score,-0.810959732,188
Cote d'Ivoire,2014,Mobile cellular subscriptions,0,384
Cote d'Ivoire,2015,Mobile cellular subscriptions,14.94276637,384
Cote d'Ivoire,2016,Mobile cellular subscriptions,24.18809228,384
Cote d'Ivoire,2017,Mobile cellular subscriptions,43.62290612,384
Cote d'Ivoire,2018,Mobile cellular subscriptions,52.94503513,384
Cote d'Ivoire,2014,Number of under-five deaths,0,384
Cote d'Ivoire,2015,Number of under-five deaths,-1.55423853,384
Cote d'Ivoire,2016,Number of under-five deaths,-3.159086369,384
Cote d'Ivoire,2017,Number of under-five deaths,-4.870480123,384
Cote d'Ivoire,2018,Number of under-five deaths,-6.199640408,384
Cote d'Ivoire,2014,Happiness score,0,384
Cote d'Ivoire,2015,Happiness score,7.140900685,384
Cote d'Ivoire,2016,Happiness score,14.36388129,384
Cote d'Ivoire,2017,Happiness score,27.80300507,384
Cote d'Ivoire,2018,Happiness score,35.26128622,384
Croatia,2014,Population ages 0-14 (% of total population),0,191
Croatia,2015,Population ages 0-14 (% of total population),-1.02340163,191
Croatia,2016,Population ages 0-14 (% of total population),-1.768609558,191
Croatia,2017,Population ages 0-14 (% of total population),-1.72412141,191
Croatia,2018,Population ages 0-14 (% of total population),-1.221011118,191
Croatia,2014,GDP per capita growth (annual %),0,191
Croatia,2015,GDP per capita growth (annual %),914.0264126,191
Croatia,2016,GDP per capita growth (annual %),1230.532104,191
Croatia,2017,GDP per capita growth (annual %),1200.172076,191
Croatia,2018,GDP per capita growth (annual %),996.3021091,191
Croatia,2014,Happiness score,0,191
Croatia,2015,Happiness score,-4.705676623,191
Croatia,2016,Happiness score,-8.091675941,191
Croatia,2017,Happiness score,-7.602013265,191
Croatia,2018,Happiness score,-5.681540995,191
Czech Republic,2014,GDP per person employed (constant 2011 PPP $),0,203
Czech Republic,2015,GDP per person employed (constant 2011 PPP $),4.019625506,203
Czech Republic,2016,GDP per person employed (constant 2011 PPP $),4.628748881,203
Czech Republic,2017,GDP per person employed (constant 2011 PPP $),7.492699184,203
Czech Republic,2018,GDP per person employed (constant 2011 PPP $),11.18724254,203
Czech Republic,2014,Rural population (% of total population),0,203
Czech Republic,2015,Rural population (% of total population),-0.349413886,203
Czech Republic,2016,Rural population (% of total population),-0.698827773,203
Czech Republic,2017,Rural population (% of total population),-1.093327322,203
Czech Republic,2018,Rural population (% of total population),-1.532912534,203
Czech Republic,2014,Happiness score,0,203
Czech Republic,2015,Happiness score,1.398925112,203
Czech Republic,2016,Happiness score,1.598771556,203
Czech Republic,2017,Happiness score,3.165253064,203
Czech Republic,2018,Happiness score,5.335892005,203
Denmark,2014,Import unit value index (2000 = 100),0,208
Denmark,2015,Import unit value index (2000 = 100),0.984148431,208
Denmark,2016,Import unit value index (2000 = 100),0.360604054,208
Denmark,2017,Import unit value index (2000 = 100),3.7938547,208
Denmark,2018,Import unit value index (2000 = 100),6.490872247,208
Denmark,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0,208
Denmark,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-6.38943678,208
Denmark,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-6.192138085,208
Denmark,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-12.83958363,208
Denmark,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-24.4953751,208
Denmark,2014,Happiness score,0,208
Denmark,2015,Happiness score,-0.013284543,208
Denmark,2016,Happiness score,-0.066429048,208
Denmark,2017,Happiness score,0.375983599,208
Denmark,2018,Happiness score,0.971171655,208
Dominican Republic,2014,"Labor force, total",0,214
Dominican Republic,2015,"Labor force, total",6.622208792,214
Dominican Republic,2016,"Labor force, total",8.884108423,214
Dominican Republic,2017,"Labor force, total",10.62174384,214
Dominican Republic,2018,"Labor force, total",12.37597817,214
Dominican Republic,2014,Age dependency ratio (% of working-age population),0,214
Dominican Republic,2015,Age dependency ratio (% of working-age population),-0.700851307,214
Dominican Republic,2016,Age dependency ratio (% of working-age population),-1.201383225,214
Dominican Republic,2017,Age dependency ratio (% of working-age population),-1.599897034,214
Dominican Republic,2018,Age dependency ratio (% of working-age population),-1.904653135,214
Dominican Republic,2014,Happiness score,0,214
Dominican Republic,2015,Happiness score,5.527123199,214
Dominican Republic,2016,Happiness score,7.062431403,214
Dominican Republic,2017,Happiness score,8.532231848,214
Dominican Republic,2018,Happiness score,11.06038623,214
Ecuador,2014,Net barter terms of trade index (2000 = 100),0,218
Ecuador,2015,Net barter terms of trade index (2000 = 100),4.893895095,218
Ecuador,2016,Net barter terms of trade index (2000 = 100),7.398578833,218
Ecuador,2017,Net barter terms of trade index (2000 = 100),6.820745307,218
Ecuador,2018,Net barter terms of trade index (2000 = 100),17.08009989,218
Ecuador,2014,Total tax and contribution rate (% of profit),0,218
Ecuador,2015,Total tax and contribution rate (% of profit),0,218
Ecuador,2016,Total tax and contribution rate (% of profit),-0.914634146,218
Ecuador,2017,Total tax and contribution rate (% of profit),-0.914634146,218
Ecuador,2018,Total tax and contribution rate (% of profit),-1.524390244,218
Ecuador,2014,Happiness score,0,218
Ecuador,2015,Happiness score,0.016735189,218
Ecuador,2016,Happiness score,0.552301136,218
Ecuador,2017,Happiness score,-0.030126532,218
Ecuador,2018,Happiness score,0.880333184,218
"Egypt, Arab Rep.",2014,Domestic credit to private sector (% of GDP),0,818
"Egypt, Arab Rep.",2015,Domestic credit to private sector (% of GDP),2.771593998,818
"Egypt, Arab Rep.",2016,Domestic credit to private sector (% of GDP),33.30452017,818
"Egypt, Arab Rep.",2017,Domestic credit to private sector (% of GDP),11.37737877,818
"Egypt, Arab Rep.",2018,Domestic credit to private sector (% of GDP),-0.22921738,818
"Egypt, Arab Rep.",2014,Import value index (2000 = 100),0,818
"Egypt, Arab Rep.",2015,Import value index (2000 = 100),-4.808475479,818
"Egypt, Arab Rep.",2016,Import value index (2000 = 100),-16.46522224,818
"Egypt, Arab Rep.",2017,Import value index (2000 = 100),-7.723785183,818
"Egypt, Arab Rep.",2018,Import value index (2000 = 100),7.808062491,818
"Egypt, Arab Rep.",2014,Happiness score,0,818
"Egypt, Arab Rep.",2015,Happiness score,4.005727958,818
"Egypt, Arab Rep.",2016,Happiness score,12.89938951,818
"Egypt, Arab Rep.",2017,Happiness score,5.369580084,818
"Egypt, Arab Rep.",2018,Happiness score,-0.679532781,818
El Salvador,2014,Merchandise imports (current US$),0,222
El Salvador,2015,Merchandise imports (current US$),-2.101959292,222
El Salvador,2016,Merchandise imports (current US$),-6.543656078,222
El Salvador,2017,Merchandise imports (current US$),0.551645425,222
El Salvador,2018,Merchandise imports (current US$),12.51664447,222
El Salvador,2014,"Immunization, HepB3 (% of one-year-old children)",0,222
El Salvador,2015,"Immunization, HepB3 (% of one-year-old children)",-2.150537634,222
El Salvador,2016,"Immunization, HepB3 (% of one-year-old children)",0,222
El Salvador,2017,"Immunization, HepB3 (% of one-year-old children)",-8.602150538,222
El Salvador,2018,"Immunization, HepB3 (% of one-year-old children)",-12.90322581,222
El Salvador,2014,Happiness score,0,222
El Salvador,2015,Happiness score,-1.011423711,222
El Salvador,2016,Happiness score,-2.071783516,222
El Salvador,2017,Happiness score,0.600324747,222
El Salvador,2018,Happiness score,2.008153371,222
Estonia,2014,Urban population,0,233
Estonia,2015,Urban population,0.281025643,233
Estonia,2016,Urban population,0.525725212,233
Estonia,2017,Urban population,0.873608661,233
Estonia,2018,Urban population,1.381505125,233
Estonia,2014,Rural population (% of total population),0,233
Estonia,2015,Rural population (% of total population),-0.463269358,233
Estonia,2016,Rural population (% of total population),-0.926538716,233
Estonia,2017,Rural population (% of total population),-1.41186852,233
Estonia,2018,Rural population (% of total population),-1.925561753,233
Estonia,2014,Happiness score,0,233
Estonia,2015,Happiness score,1.620930174,233
Estonia,2016,Happiness score,3.352369931,233
Estonia,2017,Happiness score,5.713763493,233
Estonia,2018,Happiness score,8.555902724,233
Ethiopia,2014,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0,231
Ethiopia,2015,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-0.202746502,231
Ethiopia,2016,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-0.483081686,231
Ethiopia,2017,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-0.883561884,231
Ethiopia,2018,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-1.474270892,231
Ethiopia,2014,"GNI per capita, Atlas method (current US$)",0,231
Ethiopia,2015,"GNI per capita, Atlas method (current US$)",9.090909091,231
Ethiopia,2016,"GNI per capita, Atlas method (current US$)",20,231
Ethiopia,2017,"GNI per capita, Atlas method (current US$)",34.54545455,231
Ethiopia,2018,"GNI per capita, Atlas method (current US$)",43.63636364,231
Ethiopia,2014,Happiness score,0,231
Ethiopia,2015,Happiness score,-0.088656623,231
Ethiopia,2016,Happiness score,-1.152483263,231
Ethiopia,2017,Happiness score,-3.585990795,231
Ethiopia,2018,Happiness score,-5.013300079,231
Finland,2014,Secure Internet servers,0,246
Finland,2015,Secure Internet servers,13.21122132,246
Finland,2016,Secure Internet servers,138.4774539,246
Finland,2017,Secure Internet servers,648.2869835,246
Finland,2018,Secure Internet servers,1041.136737,246
Finland,2014,Population ages 0-14 (% of total population),0,246
Finland,2015,Population ages 0-14 (% of total population),-0.189565066,246
Finland,2016,Population ages 0-14 (% of total population),-0.559651262,246
Finland,2017,Population ages 0-14 (% of total population),-1.063125037,246
Finland,2018,Population ages 0-14 (% of total population),-1.708342753,246
Finland,2014,Happiness score,0,246
Finland,2015,Happiness score,0.094517545,246
Finland,2016,Happiness score,0.850657901,246
Finland,2017,Happiness score,3.052929567,246
Finland,2018,Happiness score,4.900077958,246
France,2014,Export value index (2000 = 100),0,250
France,2015,Export value index (2000 = 100),-12.83971418,250
France,2016,Export value index (2000 = 100),-13.71528209,250
France,2017,Export value index (2000 = 100),-7.860055086,250
France,2018,Export value index (2000 = 100),0.167544681,250
France,2014,Fixed telephone subscriptions,0,250
France,2015,Fixed telephone subscriptions,0.31954645,250
France,2016,Fixed telephone subscriptions,0.517974488,250
France,2017,Fixed telephone subscriptions,-0.198428038,250
France,2018,Fixed telephone subscriptions,-0.476742688,250
France,2014,Happiness score,0,250
France,2015,Happiness score,-1.475279818,250
France,2016,Happiness score,-2.02281218,250
France,2017,Happiness score,-1.303422625,250
France,2018,Happiness score,0.260081136,250
Gabon,2014,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0,266
Gabon,2015,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",0.847243113,266
Gabon,2016,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",1.849210043,266
Gabon,2017,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2.701371417,266
Gabon,2018,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",2.99360982,266
Gabon,2014,Number of under-five deaths,0,266
Gabon,2015,Number of under-five deaths,-1.665095822,266
Gabon,2016,Number of under-five deaths,-4.838202953,266
Gabon,2017,Number of under-five deaths,-7.005969211,266
Gabon,2018,Number of under-five deaths,-8.105560792,266
Gabon,2014,Happiness score,0,266
Gabon,2015,Happiness score,5.775151692,266
Gabon,2016,Happiness score,14.6047294,266
Gabon,2017,Happiness score,22.13295532,266
Gabon,2018,Happiness score,23.18275592,266
Georgia,2014,Import volume index (2000 = 100),0,268
Georgia,2015,Import volume index (2000 = 100),-3.649383544,268
Georgia,2016,Import volume index (2000 = 100),1.643710508,268
Georgia,2017,Import volume index (2000 = 100),4.897532902,268
Georgia,2018,Import volume index (2000 = 100),13.12204095,268
Georgia,2014,Profit tax (% of commercial profits),0,268
Georgia,2015,Profit tax (% of commercial profits),0,268
Georgia,2016,Profit tax (% of commercial profits),0,268
Georgia,2017,Profit tax (% of commercial profits),0,268
Georgia,2018,Profit tax (% of commercial profits),-45.45454545,268
Georgia,2014,Happiness score,0,268
Georgia,2015,Happiness score,-1.047244054,268
Georgia,2016,Happiness score,-0.255996197,268
Georgia,2017,Happiness score,1.01233296,268
Georgia,2018,Happiness score,5.168728448,268
Germany,2014,"Foreign direct investment, net inflows (% of GDP)",0,276
Germany,2015,"Foreign direct investment, net inflows (% of GDP)",264.1288579,276
Germany,2016,"Foreign direct investment, net inflows (% of GDP)",253.1500163,276
Germany,2017,"Foreign direct investment, net inflows (% of GDP)",345.218852,276
Germany,2018,"Foreign direct investment, net inflows (% of GDP)",419.2308503,276
Germany,2014,Profit tax (% of commercial profits),0,276
Germany,2015,Profit tax (% of commercial profits),-0.429184549,276
Germany,2016,Profit tax (% of commercial profits),-0.429184549,276
Germany,2017,Profit tax (% of commercial profits),-0.429184549,276
Germany,2018,Profit tax (% of commercial profits),-0.429184549,276
Germany,2014,Happiness score,0,276
Germany,2015,Happiness score,3.614814193,276
Germany,2016,Happiness score,2.977780943,276
Germany,2017,Happiness score,3.18074403,276
Germany,2018,Happiness score,3.481483459,276
Ghana,2014,Merchandise exports (current US$),0,288
Ghana,2015,Merchandise exports (current US$),-21.911175,288
Ghana,2016,Merchandise exports (current US$),-15.729742,288
Ghana,2017,Merchandise exports (current US$),4.675796323,288
Ghana,2018,Merchandise exports (current US$),10.78156919,288
Ghana,2014,Domestic credit to private sector (% of GDP),0,288
Ghana,2015,Domestic credit to private sector (% of GDP),8.321330667,288
Ghana,2016,Domestic credit to private sector (% of GDP),5.863179911,288
Ghana,2017,Domestic credit to private sector (% of GDP),-4.538987867,288
Ghana,2018,Domestic credit to private sector (% of GDP),-19.55298993,288
Ghana,2014,Happiness score,0,288
Ghana,2015,Happiness score,-7.705587784,288
Ghana,2016,Happiness score,-11.07273954,288
Ghana,2017,Happiness score,0.518026514,288
Ghana,2018,Happiness score,7.841578493,288
Greece,2014,Profit tax (% of commercial profits),0,300
Greece,2015,Profit tax (% of commercial profits),3.684210526,300
Greece,2016,Profit tax (% of commercial profits),17.89473684,300
Greece,2017,Profit tax (% of commercial profits),21.05263158,300
Greece,2018,Profit tax (% of commercial profits),21.05263158,300
Greece,2014,Employment in agriculture (% of total employment) (modeled ILO estimate),0,300
Greece,2015,Employment in agriculture (% of total employment) (modeled ILO estimate),-4.959106409,300
Greece,2016,Employment in agriculture (% of total employment) (modeled ILO estimate),-8.827646787,300
Greece,2017,Employment in agriculture (% of total employment) (modeled ILO estimate),-10.97929232,300
Greece,2018,Employment in agriculture (% of total employment) (modeled ILO estimate),-11.80458496,300
Greece,2014,Happiness score,0,300
Greece,2015,Happiness score,3.623638518,300
Greece,2016,Happiness score,7.617878773,300
Greece,2017,Happiness score,10.31295618,300
Greece,2018,Happiness score,8.847023037,300
Guatemala,2014,Import unit value index (2000 = 100),0,320
Guatemala,2015,Import unit value index (2000 = 100),10.71171827,320
Guatemala,2016,Import unit value index (2000 = 100),13.86039735,320
Guatemala,2017,Import unit value index (2000 = 100),10.09055543,320
Guatemala,2018,Import unit value index (2000 = 100),14.33230766,320
Guatemala,2014,Profit tax (% of commercial profits),0,320
Guatemala,2015,Profit tax (% of commercial profits),-9.638554217,320
Guatemala,2016,Profit tax (% of commercial profits),-18.87550201,320
Guatemala,2017,Profit tax (% of commercial profits),-18.87550201,320
Guatemala,2018,Profit tax (% of commercial profits),-18.87550201,320
Guatemala,2014,Happiness score,0,320
Guatemala,2015,Happiness score,3.28270018,320
Guatemala,2016,Happiness score,5.405844249,320
Guatemala,2017,Happiness score,4.228314267,320
Guatemala,2018,Happiness score,5.115139466,320
Guinea,2014,GDP (current US$),0,324
Guinea,2015,GDP (current US$),0.179174989,324
Guinea,2016,GDP (current US$),-1.981582365,324
Guinea,2017,GDP (current US$),12.95028594,324
Guinea,2018,GDP (current US$),25.19021801,324
Guinea,2014,Number of infant deaths,0,324
Guinea,2015,Number of infant deaths,-0.048098396,324
Guinea,2016,Number of infant deaths,-0.140859587,324
Guinea,2017,Number of infant deaths,-0.408836362,324
Guinea,2018,Number of infant deaths,-0.87264232,324
Guinea,2014,Happiness score,0,324
Guinea,2015,Happiness score,-1.340256776,324
Guinea,2016,Happiness score,-4.075490524,324
Guinea,2017,Happiness score,8.427242714,324
Guinea,2018,Happiness score,24.02626126,324
Haiti,2014,Refugee population by country or territory of origin,0,332
Haiti,2015,Refugee population by country or territory of origin,-6.425918949,332
Haiti,2016,Refugee population by country or territory of origin,-20.12270599,332
Haiti,2017,Refugee population by country or territory of origin,-23.54017545,332
Haiti,2018,Refugee population by country or territory of origin,-25.91625854,332
Haiti,2014,"Inflation, GDP deflator (annual %)",0,332
Haiti,2015,"Inflation, GDP deflator (annual %)",52.76520624,332
Haiti,2016,"Inflation, GDP deflator (annual %)",165.6661117,332
Haiti,2017,"Inflation, GDP deflator (annual %)",196.7476888,332
Haiti,2018,"Inflation, GDP deflator (annual %)",184.4109848,332
Haiti,2014,Happiness score,0,332
Haiti,2015,Happiness score,-10.84551205,332
Haiti,2016,Happiness score,-20.25232791,332
Haiti,2017,Happiness score,-20.7171333,332
Haiti,2018,Happiness score,-20.38734205,332
Honduras,2014,"Age dependency ratio, old (% of working-age population)",0,340
Honduras,2015,"Age dependency ratio, old (% of working-age population)",1.210432309,340
Honduras,2016,"Age dependency ratio, old (% of working-age population)",2.747462007,340
Honduras,2017,"Age dependency ratio, old (% of working-age population)",4.636438099,340
Honduras,2018,"Age dependency ratio, old (% of working-age population)",6.811003598,340
Honduras,2014,Rural population (% of total population),0,340
Honduras,2015,Rural population (% of total population),-1.431209603,340
Honduras,2016,Rural population (% of total population),-2.85582377,340
Honduras,2017,Rural population (% of total population),-4.271644022,340
Honduras,2018,Rural population (% of total population),-5.676471881,340
Honduras,2014,Happiness score,0,340
Honduras,2015,Happiness score,1.733494244,340
Honduras,2016,Happiness score,8.208022496,340
Honduras,2017,Happiness score,14.95405314,340
Honduras,2018,Happiness score,22.39766226,340
"Hong Kong SAR, China",2014,Fixed telephone subscriptions,0,344
"Hong Kong SAR, China",2015,Fixed telephone subscriptions,-1.949610852,344
"Hong Kong SAR, China",2016,Fixed telephone subscriptions,-2.252450057,344
"Hong Kong SAR, China",2017,Fixed telephone subscriptions,-3.813705109,344
"Hong Kong SAR, China",2018,Fixed telephone subscriptions,-4.490639804,344
"Hong Kong SAR, China",2014,"Personal remittances, received (current US$)",0,344
"Hong Kong SAR, China",2015,"Personal remittances, received (current US$)",3.839851944,344
"Hong Kong SAR, China",2016,"Personal remittances, received (current US$)",7.261081298,344
"Hong Kong SAR, China",2017,"Personal remittances, received (current US$)",17.30421295,344
"Hong Kong SAR, China",2018,"Personal remittances, received (current US$)",14.02934383,344
"Hong Kong SAR, China",2014,Happiness score,0,344
"Hong Kong SAR, China",2015,Happiness score,-0.292287067,344
"Hong Kong SAR, China",2016,Happiness score,-0.036533706,344
"Hong Kong SAR, China",2017,Happiness score,-0.796494019,344
"Hong Kong SAR, China",2018,Happiness score,-0.796494019,344
Hungary,2014,Export volume index (2000 = 100),0,348
Hungary,2015,Export volume index (2000 = 100),5.05909012,348
Hungary,2016,Export volume index (2000 = 100),9.383545305,348
Hungary,2017,Export volume index (2000 = 100),13.99208311,348
Hungary,2018,Export volume index (2000 = 100),17.63526929,348
Hungary,2014,"Mortality rate, neonatal (per 1,000 live births)",0,348
Hungary,2015,"Mortality rate, neonatal (per 1,000 live births)",-6.896551724,348
Hungary,2016,"Mortality rate, neonatal (per 1,000 live births)",-10.34482759,348
Hungary,2017,"Mortality rate, neonatal (per 1,000 live births)",-17.24137931,348
Hungary,2018,"Mortality rate, neonatal (per 1,000 live births)",-20.68965517,348
Hungary,2014,Happiness score,0,348
Hungary,2015,Happiness score,7.187495343,348
Hungary,2016,Happiness score,10.9166598,348
Hungary,2017,Happiness score,17.0833263,348
Hungary,2018,Happiness score,19.96457497,348
Iceland,2014,Employment in industry (% of total employment) (modeled ILO estimate),0,352
Iceland,2015,Employment in industry (% of total employment) (modeled ILO estimate),-3.222830397,352
Iceland,2016,Employment in industry (% of total employment) (modeled ILO estimate),-5.268301689,352
Iceland,2017,Employment in industry (% of total employment) (modeled ILO estimate),-5.14350804,352
Iceland,2018,Employment in industry (% of total employment) (modeled ILO estimate),-6.082145867,352
Iceland,2014,Other taxes payable by businesses (% of commercial profits),0,352
Iceland,2015,Other taxes payable by businesses (% of commercial profits),3.571428571,352
Iceland,2016,Other taxes payable by businesses (% of commercial profits),3.571428571,352
Iceland,2017,Other taxes payable by businesses (% of commercial profits),3.571428571,352
Iceland,2018,Other taxes payable by businesses (% of commercial profits),3.571428571,352
Iceland,2014,Happiness score,0,352
Iceland,2015,Happiness score,-0.793545084,352
Iceland,2016,Happiness score,-0.753864361,352
Iceland,2017,Happiness score,-0.870251478,352
Iceland,2018,Happiness score,-0.891416212,352
India,2014,Fixed telephone subscriptions,0,356
India,2015,Fixed telephone subscriptions,-5.481849052,356
India,2016,Fixed telephone subscriptions,-9.615166311,356
India,2017,Fixed telephone subscriptions,-13.94593836,356
India,2018,Fixed telephone subscriptions,-19.00701127,356
India,2014,"Employers, total (% of total employment) (modeled ILO estimate)",0,356
India,2015,"Employers, total (% of total employment) (modeled ILO estimate)",1.089748704,356
India,2016,"Employers, total (% of total employment) (modeled ILO estimate)",1.923082801,356
India,2017,"Employers, total (% of total employment) (modeled ILO estimate)",2.884620381,356
India,2018,"Employers, total (% of total employment) (modeled ILO estimate)",4.038467005,356
India,2014,Happiness score,0,356
India,2015,Happiness score,-3.526840082,356
India,2016,Happiness score,-5.476451191,356
India,2017,Happiness score,-8.219063897,356
India,2018,Happiness score,-12.04380969,356
Indonesia,2014,"Employers, total (% of total employment) (modeled ILO estimate)",0,360
Indonesia,2015,"Employers, total (% of total employment) (modeled ILO estimate)",-1.650805226,360
Indonesia,2016,"Employers, total (% of total employment) (modeled ILO estimate)",-1.650805226,360
Indonesia,2017,"Employers, total (% of total employment) (modeled ILO estimate)",-4.280914465,360
Indonesia,2018,"Employers, total (% of total employment) (modeled ILO estimate)",-3.525459756,360
Indonesia,2014,Net barter terms of trade index (2000 = 100),0,360
Indonesia,2015,Net barter terms of trade index (2000 = 100),0.464865461,360
Indonesia,2016,Net barter terms of trade index (2000 = 100),1.557703944,360
Indonesia,2017,Net barter terms of trade index (2000 = 100),5.985509206,360
Indonesia,2018,Net barter terms of trade index (2000 = 100),2.351657498,360
Indonesia,2014,Happiness score,0,360
Indonesia,2015,Happiness score,-1.574366281,360
Indonesia,2016,Happiness score,-2.537508421,360
Indonesia,2017,Happiness score,-5.675130386,360
Indonesia,2018,Happiness score,-3.826637948,360
"Iran, Islamic Rep.",2014,"Time to import, documentary compliance (hours)",0,364
"Iran, Islamic Rep.",2015,"Time to import, documentary compliance (hours)",0,364
"Iran, Islamic Rep.",2016,"Time to import, documentary compliance (hours)",-6.614785992,364
"Iran, Islamic Rep.",2017,"Time to import, documentary compliance (hours)",-6.614785992,364
"Iran, Islamic Rep.",2018,"Time to import, documentary compliance (hours)",-80.54474708,364
"Iran, Islamic Rep.",2014,GDP per person employed (constant 2011 PPP $),0,364
"Iran, Islamic Rep.",2015,GDP per person employed (constant 2011 PPP $),-4.511942339,364
"Iran, Islamic Rep.",2016,GDP per person employed (constant 2011 PPP $),5.001761628,364
"Iran, Islamic Rep.",2017,GDP per person employed (constant 2011 PPP $),8.170470911,364
"Iran, Islamic Rep.",2018,GDP per person employed (constant 2011 PPP $),11.73869716,364
"Iran, Islamic Rep.",2014,Happiness score,0,364
"Iran, Islamic Rep.",2015,Happiness score,2.710207755,364
"Iran, Islamic Rep.",2016,Happiness score,0.128041872,364
"Iran, Islamic Rep.",2017,Happiness score,0.439614159,364
"Iran, Islamic Rep.",2018,Happiness score,-2.944942707,364
Iraq,2014,Employment in agriculture (% of total employment) (modeled ILO estimate),0,368
Iraq,2015,Employment in agriculture (% of total employment) (modeled ILO estimate),-3.128711991,368
Iraq,2016,Employment in agriculture (% of total employment) (modeled ILO estimate),-4.626133931,368
Iraq,2017,Employment in agriculture (% of total employment) (modeled ILO estimate),-5.736808955,368
Iraq,2018,Employment in agriculture (% of total employment) (modeled ILO estimate),-6.495435906,368
Iraq,2014,Employment in services (% of total employment) (modeled ILO estimate),0,368
Iraq,2015,Employment in services (% of total employment) (modeled ILO estimate),1.722836026,368
Iraq,2016,Employment in services (% of total employment) (modeled ILO estimate),2.924143942,368
Iraq,2017,Employment in services (% of total employment) (modeled ILO estimate),3.461855325,368
Iraq,2018,Employment in services (% of total employment) (modeled ILO estimate),3.67226532,368
Iraq,2014,Happiness score,0,368
Iraq,2015,Happiness score,-2.180890218,368
Iraq,2016,Happiness score,-3.848617203,368
Iraq,2017,Happiness score,-4.733809253,368
Iraq,2018,Happiness score,-5.127217746,368
Ireland,2014,GNI (current US$),0,372
Ireland,2015,GNI (current US$),2.214267255,372
Ireland,2016,GNI (current US$),12.80557707,372
Ireland,2017,GNI (current US$),20.62195579,372
Ireland,2018,GNI (current US$),37.16830079,372
Ireland,2014,"Mortality rate, infant (per 1,000 live births)",0,372
Ireland,2015,"Mortality rate, infant (per 1,000 live births)",0,372
Ireland,2016,"Mortality rate, infant (per 1,000 live births)",-3.03030303,372
Ireland,2017,"Mortality rate, infant (per 1,000 live births)",-3.03030303,372
Ireland,2018,"Mortality rate, infant (per 1,000 live births)",-6.060606061,372
Ireland,2014,Happiness score,0,372
Ireland,2015,Happiness score,-0.475504209,372
Ireland,2016,Happiness score,0.533143789,372
Ireland,2017,Happiness score,0.534579798,372
Ireland,2018,Happiness score,1.1685877,372
Israel,2014,Number of neonatal deaths,0,376
Israel,2015,Number of neonatal deaths,-1.680672269,376
Israel,2016,Number of neonatal deaths,-3.641456583,376
Israel,2017,Number of neonatal deaths,-5.882352941,376
Israel,2018,Number of neonatal deaths,-8.403361345,376
Israel,2014,GDP per person employed (constant 2011 PPP $),0,376
Israel,2015,GDP per person employed (constant 2011 PPP $),0.89904175,376
Israel,2016,GDP per person employed (constant 2011 PPP $),2.818458818,376
Israel,2017,GDP per person employed (constant 2011 PPP $),4.080680955,376
Israel,2018,GDP per person employed (constant 2011 PPP $),5.744357807,376
Israel,2014,Happiness score,0,376
Israel,2015,Happiness score,-0.151136023,376
Israel,2016,Happiness score,-0.893103302,376
Israel,2017,Happiness score,-1.209120942,376
Israel,2018,Happiness score,-1.913985599,376
Italy,2014,Proportion of seats held by women in national parliaments (%),0,380
Italy,2015,Proportion of seats held by women in national parliaments (%),-1.27388535,380
Italy,2016,Proportion of seats held by women in national parliaments (%),-1.27388535,380
Italy,2017,Proportion of seats held by women in national parliaments (%),-1.27388535,380
Italy,2018,Proportion of seats held by women in national parliaments (%),13.69426752,380
Italy,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0,380
Italy,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-6.205154353,380
Italy,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-7.845146386,380
Italy,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-11.60608069,380
